,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Sales_avg_store
628,629,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",8204.620772946964
629,630,a,a,1690.0,4.0,2015.0,0,,,,6938.128959276122
630,631,d,c,2870.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec",5157.278508771977
631,632,a,a,3350.0,2.0,2010.0,0,,,,6816.015590200539
632,633,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",7154.627358490595
633,634,d,a,18610.0,,,0,,,,6475.356828193771
634,635,a,a,27530.0,4.0,2014.0,0,,,,5844.516483516441
635,636,c,a,720.0,10.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",5812.440963855468
636,637,d,c,9790.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov",8601.095693780002
637,638,d,a,10170.0,11.0,2001.0,0,,,,5922.448192771061
638,639,a,a,7780.0,11.0,2006.0,0,,,,4802.361607142863
639,640,d,c,8040.0,,,0,,,,11231.786191536796
640,641,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",5745.219298245535
641,642,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",3624.409691629935
642,643,a,a,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",7919.801781737237
643,644,c,a,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",9194.32530120481
644,645,a,a,90.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",10810.973094170298
645,646,a,a,620.0,9.0,2014.0,0,,,,4991.02830188676
646,647,a,c,7420.0,4.0,2013.0,0,,,,5637.9516483517
647,648,d,a,2130.0,12.0,2008.0,0,,,,6490.7898230088085
648,649,a,a,14570.0,11.0,2002.0,0,,,,3625.2818791945956
649,650,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",6362.8985849055825
650,651,a,a,200.0,,,0,,,,7492.699774266311
651,652,a,a,20390.0,,,0,,,,6413.375280898893
652,653,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",5873.252747252703
653,654,c,a,6930.0,9.0,2006.0,0,,,,6276.787746170642
654,655,d,c,960.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",7522.285398230045
655,656,d,a,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",3177.5573033707437
656,657,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",5784.150110375252
657,658,d,c,520.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",6180.494331065699
658,659,d,a,1590.0,3.0,2012.0,0,,,,5683.002277904308
659,660,a,a,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",4443.157004830897
660,661,d,c,2140.0,7.0,2013.0,0,,,,7078.114942528767
661,662,d,a,1070.0,,,0,,,,8348.53636363625
662,663,a,c,7860.0,5.0,2005.0,0,,,,4126.395348837175
663,664,d,c,1680.0,10.0,2005.0,0,,,,4733.271493212739
664,665,a,a,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",8303.733031674266
665,666,c,c,2700.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec",6826.81699346413
666,667,d,c,2870.0,9.0,2012.0,0,,,,8731.818584070845
667,668,c,a,1270.0,9.0,2010.0,0,,,,8756.958785249477
668,669,d,a,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",4394.418052256562
669,670,a,a,2060.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",6557.959427207681
670,671,a,c,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",5576.548693586646
671,672,c,a,240.0,9.0,2002.0,0,,,,8804.199124726469
672,673,d,c,15170.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",6644.734966592404
673,674,a,a,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",7996.62995594707
674,675,a,a,2100.0,8.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",4483.993318485552
675,676,b,b,1410.0,9.0,2008.0,0,,,,6886.4424951267365
676,677,d,a,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",8296.572446555829
677,678,c,a,3250.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",7058.239373601857
678,679,a,a,4140.0,9.0,2012.0,0,,,,9784.474157303486
679,680,c,a,170.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec",5128.208520179317
680,681,a,c,620.0,,,1,1.0,2014.0,"Mar,Jun,Sept,Dec",3458.8314087759395
681,682,b,a,150.0,9.0,2006.0,0,,,,11014.59888059709
682,683,a,a,2850.0,7.0,2014.0,0,,,,9527.40625
683,684,d,c,680.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct",7268.6496519721195
684,685,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",7220.388392857183
685,686,a,a,20050.0,4.0,2002.0,0,,,,6181.359728506769
686,687,d,c,2770.0,,,0,,,,7912.008928571409
687,688,a,a,18760.0,8.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",3571.716186252716
688,689,d,a,15040.0,10.0,2004.0,0,,,,7222.586129753874
689,690,a,a,100.0,,,0,,,,5500.555056179835
690,691,d,c,3030.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",8408.368778280523
691,692,a,a,40.0,8.0,2001.0,0,,,,6621.961625282185
692,693,d,a,450.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",6548.804932735401
693,694,a,c,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",7862.246973365569
694,695,a,a,550.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",5300.6428571428505
695,696,a,c,430.0,,,0,,,,7441.121951219597
696,697,d,a,3780.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",10308.76043956048
697,698,a,a,1790.0,5.0,2011.0,0,,,,15175.673469387879
698,699,a,a,180.0,,,1,5.0,2013.0,"Jan,Apr,Jul,Oct",8438.556053811682
699,700,a,c,830.0,,,1,27.0,2013.0,"Jan,Apr,Jul,Oct",4202.7627906976395
700,701,d,a,1450.0,3.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5691.619277108458
701,702,a,a,8550.0,9.0,2001.0,1,45.0,2009.0,"Feb,May,Aug,Nov",4386.399061032868
702,703,a,a,80.0,6.0,2005.0,0,,,,3255.7294900221746
703,704,d,c,1910.0,4.0,2009.0,0,,,,10035.127472527394
704,705,a,a,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",7864.380952381019
705,706,d,a,7830.0,9.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",5727.71666666667
706,707,a,c,2900.0,7.0,1990.0,0,,,,8104.91592920351
707,708,c,c,11470.0,10.0,2009.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",3781.702637889668
708,709,a,a,500.0,12.0,2010.0,0,,,,9735.200892857207
709,710,d,a,1500.0,9.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",4410.993071593539
710,711,d,a,17110.0,3.0,2007.0,1,5.0,2010.0,"Jan,Apr,Jul,Oct",6995.2065727700165
711,712,a,a,4870.0,9.0,2007.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",6567.852028639555
712,713,a,c,220.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct",11171.545861297522
713,714,d,c,12070.0,10.0,2005.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",4155.516703786168
714,715,a,a,14810.0,6.0,2014.0,0,,,,6511.444943820158
715,716,d,a,3200.0,1.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",5685.218309859157
716,717,d,c,310.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",5369.429213483191
717,718,a,a,1100.0,6.0,2015.0,0,,,,7870.545454545442
718,719,c,c,8190.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",5476.893364928961
719,720,a,c,15320.0,3.0,2011.0,1,14.0,2013.0,"Feb,May,Aug,Nov",7065.70175438604
720,721,a,c,3590.0,9.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",7477.9556541019365
721,722,a,a,50.0,,,0,,,,9804.361842105187
722,723,d,c,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",6505.975663716873
723,724,d,c,5900.0,,,0,,,,6595.550111358528
724,725,d,c,17540.0,6.0,2012.0,0,,,,5652.590090090067
725,726,a,c,40540.0,2.0,2002.0,0,,,,10849.673960612785
726,727,a,a,2050.0,3.0,2007.0,0,,,,4465.166292134829
727,728,d,a,13990.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5115.173120728988
728,729,c,c,8980.0,6.0,2011.0,0,,,,10245.549549549558
729,730,c,a,1190.0,9.0,2013.0,0,,,,8352.293986637049
730,731,a,a,15270.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct",9278.850111856962
731,732,a,c,35280.0,,,0,,,,5725.135627530392
732,733,b,b,860.0,10.0,1999.0,0,,,,14637.460980036298
733,734,a,a,220.0,,,1,36.0,2013.0,"Mar,Jun,Sept,Dec",6146.718181818229
734,735,d,c,1920.0,4.0,2005.0,0,,,,5349.162995594686
735,736,c,c,1650.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5150.560283687908
736,737,a,a,100.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",6032.754504504578
737,738,d,c,5980.0,10.0,2005.0,0,,,,8265.292682926778
738,739,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",9116.244705882318
739,740,d,a,6400.0,3.0,2014.0,0,,,,6807.722100656477
740,741,d,c,11900.0,,,0,,,,7239.530916844403
741,742,d,c,4380.0,,,0,,,,7786.534722222129
742,743,a,a,6710.0,11.0,2003.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",3731.722466960328
743,744,a,a,1370.0,12.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",7377.630806846047
744,745,a,a,17650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",7365.042316258397
745,746,d,c,4330.0,2.0,2011.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec",5548.180995475067
746,747,c,c,45740.0,8.0,2008.0,0,,,,7826.611363636336
747,748,d,a,2380.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5682.762331838595
748,749,a,a,3410.0,8.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",5425.359649122733
749,750,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",4922.968899521514
750,751,a,a,650.0,10.0,2006.0,0,,,,4293.258928571401
751,752,a,a,970.0,3.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",5238.881165919327
752,753,d,c,540.0,11.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",8745.838926174583
753,754,c,c,380.0,5.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",8297.420353982263
754,755,d,c,13130.0,12.0,2003.0,0,,,,10192.660831509833
755,756,a,c,50.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",16178.794310722293
756,757,a,c,3450.0,,,0,,,,5810.10222222225
757,758,a,c,19780.0,6.0,2008.0,0,,,,4815.401345291495
758,759,a,a,110.0,11.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",6804.896247240684
759,760,a,a,560.0,1.0,2011.0,0,,,,7568.241758241776
760,761,a,a,2390.0,9.0,2012.0,0,,,,8593.43721973096
761,762,d,c,1280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec",3609.291855203641
762,763,d,c,32240.0,3.0,2010.0,0,,,,5989.660087719236
763,764,a,c,26490.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec",3302.827272727321
764,765,a,c,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",8272.559819413027
765,766,d,c,9820.0,,,0,,,,5876.217703349302
766,767,a,c,13080.0,,,0,,,,5955.993506493512
767,768,a,c,2630.0,9.0,2012.0,0,,,,12717.855263157802
768,769,b,b,840.0,,,1,48.0,2012.0,"Jan,Apr,Jul,Oct",10141.950458715653
769,770,a,c,100.0,4.0,2015.0,0,,,,6567.620309050693
770,771,a,a,20640.0,9.0,2007.0,0,,,,6646.103286385038
771,772,d,c,1850.0,,,0,,,,3326.2857142856933
772,773,a,a,200.0,,,0,,,,5917.3165938863895
773,774,a,c,640.0,9.0,2013.0,0,,,,5443.7964205816415
774,775,d,c,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",8719.785882352875
775,776,c,a,700.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",4693.21670428896
776,777,d,c,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",3633.988913525537
777,778,a,a,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",5925.088578088638
778,779,a,a,16990.0,4.0,2004.0,0,,,,7012.928888888934
779,780,a,a,18160.0,,,0,,,,6437.430803571388
780,781,a,a,630.0,4.0,2007.0,0,,,,4871.285077950954
781,782,c,c,5390.0,8.0,2003.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",5299.613995485341
782,783,d,c,15490.0,,,0,,,,6674.323788546156
783,784,a,a,560.0,10.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",8030.71140939599
784,785,d,c,970.0,7.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",5936.603104212816
785,786,a,a,290.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",3561.979910714307
786,787,c,c,3210.0,6.0,2009.0,0,,,,9962.072072072022
787,788,a,c,1530.0,3.0,2013.0,0,,,,17850.921225382794
788,789,a,c,9770.0,7.0,2003.0,0,,,,3154.4172185430684
789,790,d,c,9070.0,12.0,2003.0,0,,,,7274.7858769931145
790,791,a,a,5950.0,4.0,2007.0,0,,,,7178.4463894967685
791,792,d,a,17280.0,10.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov",7419.55726872245
792,793,d,a,2710.0,7.0,2006.0,0,,,,4704.869469026567
793,794,c,c,5090.0,9.0,2006.0,0,,,,2937.132882882856
794,795,d,a,510.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec",4477.3180827886745
795,796,a,c,7180.0,11.0,2012.0,0,,,,6976.754923413531
796,797,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",3852.60563380277
797,798,a,a,9560.0,4.0,2001.0,0,,,,7296.1875
798,799,a,c,2700.0,,,0,,,,9793.002237136474
799,800,d,a,2020.0,7.0,2014.0,0,,,,5684.993303571391
800,801,d,a,48330.0,4.0,2013.0,0,,,,4719.9934782609
801,802,a,c,910.0,,,1,22.0,2011.0,"Feb,May,Aug,Nov",6733.551948051908
802,803,d,a,1760.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec",6003.949450549527
803,804,c,c,2100.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",4822.159904534609
804,805,d,a,24770.0,10.0,2011.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",6304.312649164703
805,806,d,a,260.0,,,1,44.0,2010.0,"Feb,May,Aug,Nov",6741.173708920239
806,807,a,a,3870.0,4.0,2008.0,0,,,,9736.427937915632
807,808,a,a,18620.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov",7078.608108108048
808,809,a,a,12770.0,10.0,2000.0,0,,,,9280.5625
809,810,d,c,9640.0,11.0,2013.0,0,,,,5887.216814159304
810,811,a,a,410.0,9.0,2012.0,0,,,,4131.232815964563
811,812,d,a,2590.0,9.0,2012.0,0,,,,6304.997797356886
812,813,a,a,1560.0,9.0,2003.0,0,,,,5722.174208144775
813,814,d,c,24530.0,7.0,2013.0,0,,,,8347.534934497826
814,815,a,a,590.0,1.0,1900.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",9212.699052132672
815,816,c,c,460.0,,,0,,,,5193.680709534335
816,817,a,a,140.0,3.0,2006.0,0,,,,22586.61451247152
817,818,d,a,490.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec",5864.155963302712
818,819,a,c,720.0,10.0,2014.0,0,,,,6097.572383073516
819,820,a,c,1650.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",12159.566350710824
820,821,a,a,1700.0,9.0,2009.0,0,,,,6852.618942731186
821,822,a,c,410.0,11.0,2010.0,1,48.0,2010.0,"Mar,Jun,Sept,Dec",7734.002197802151
822,823,a,c,16210.0,11.0,2010.0,0,,,,5549.625550660773
823,824,a,a,17570.0,,,0,,,,6490.692650334011
824,825,a,a,380.0,5.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",4368.969047619033
825,826,a,c,7980.0,6.0,2005.0,0,,,,8632.053117782834
826,827,a,c,250.0,1.0,2005.0,0,,,,11888.22149122793
827,828,d,c,3290.0,12.0,2014.0,0,,,,5084.307017543828
828,829,c,a,110.0,,,0,,,,5901.807947019907
829,830,a,c,6320.0,,,1,5.0,2011.0,"Jan,Apr,Jul,Oct",5942.269565217336
830,831,a,a,800.0,6.0,2007.0,0,,,,12622.022222222093
831,832,d,a,5070.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",6490.472406181038
832,833,d,c,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",5480.350332594168
833,834,a,a,3470.0,3.0,2012.0,0,,,,5787.9757709251435
834,835,a,a,2890.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",4925.013274336245
835,836,a,a,2720.0,9.0,2012.0,0,,,,5790.015521064365
836,837,a,c,14600.0,4.0,2015.0,0,,,,3008.751231527119
837,838,d,c,6890.0,,,1,48.0,2011.0,"Mar,Jun,Sept,Dec",7571.2262931034
838,839,c,a,240.0,1.0,2015.0,0,,,,5385.670329670384
839,840,a,a,1070.0,9.0,2009.0,0,,,,7405.405764966738
840,841,a,a,27650.0,8.0,2004.0,0,,,,3051.3392857143053
841,842,d,c,1200.0,11.0,2007.0,0,,,,17965.731884057906
842,843,c,a,60.0,4.0,2006.0,0,,,,9727.748314606868
843,844,a,a,2030.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",4185.0408163265765
844,845,d,a,7860.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",4745.171945701354
845,846,a,c,8860.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",9075.677631578974
846,847,c,c,190.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov",7130.712962963035
847,848,a,c,370.0,7.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6242.890625
848,849,c,c,5000.0,,,0,,,,7880.042696629209
849,850,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",6064.462414578544
850,851,d,c,2330.0,,,1,49.0,2014.0,"Mar,Jun,Sept,Dec",5507.291566265114
851,852,c,a,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",4601.2200000000175
852,853,a,a,14040.0,,,0,,,,9054.862222222246
853,854,c,a,4770.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",6654.246153846254
854,855,a,a,3440.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",5611.183035714234
855,856,a,a,3020.0,2.0,2010.0,0,,,,7161.427015250548
856,857,c,a,6270.0,8.0,2005.0,1,23.0,2014.0,"Mar,Jun,Sept,Dec",6984.8822222221725
857,858,a,a,3370.0,12.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",4647.049881235192
858,859,c,a,21770.0,7.0,2015.0,0,,,,7375.808353808276
859,860,c,c,5980.0,2.0,2010.0,0,,,,5370.229074889827
860,861,c,c,740.0,,,1,14.0,2013.0,"Mar,Jun,Sept,Dec",3248.0068027211196
861,862,a,c,2840.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",8586.543478260823
862,863,a,c,21370.0,11.0,2010.0,0,,,,7584.606237816713
863,864,a,a,1020.0,10.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",4240.65853658535
864,865,d,c,2640.0,,,0,,,,7292.413716814106
865,866,d,a,9680.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",6632.443458979981
866,867,d,c,21810.0,9.0,2012.0,0,,,,4170.70541082163
867,868,d,c,1360.0,8.0,2005.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",9504.32062780269
868,869,c,a,230.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5922.247264770295
869,870,a,a,780.0,4.0,2009.0,0,,,,6846.851351351382
870,871,d,c,10620.0,,,0,,,,5810.433920704791
871,872,a,c,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",8847.06040268454
872,873,a,a,2040.0,11.0,2008.0,0,,,,3797.151447661461
873,874,a,a,3210.0,,,0,,,,4405.43015521066
874,875,d,a,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov",5111.300884955723
875,876,a,a,21790.0,4.0,2005.0,1,18.0,2015.0,"Feb,May,Aug,Nov",8992.51868131859
876,877,a,c,29190.0,,,0,,,,6236.251655629228
877,878,d,c,1100.0,12.0,2014.0,0,,,,8639.386160714243
878,879,d,a,,,,1,5.0,2013.0,"Feb,May,Aug,Nov",3698.8629807692455
879,880,a,c,4570.0,,,0,,,,7280.628888888841
880,881,a,a,180.0,3.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov",4140.9113636363545
881,882,a,a,30.0,4.0,2013.0,0,,,,6771.752913752938
882,883,a,a,3200.0,6.0,2005.0,0,,,,4715.639380530932
883,884,d,c,7550.0,,,0,,,,5253.610047846898
884,885,a,a,480.0,12.0,2005.0,0,,,,4892.941704035873
885,886,a,c,12430.0,10.0,2004.0,0,,,,6331.189189189141
886,887,d,a,19700.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",6812.4875283446245
887,888,d,a,4450.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",7534.282894736738
888,889,d,a,18670.0,12.0,2005.0,0,,,,4056.6888888888507
889,890,a,a,4450.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5539.07058823528
890,891,a,c,350.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov",8045.139013452887
891,892,a,a,19370.0,4.0,2002.0,0,,,,7493.7690582959885
892,893,a,a,130.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",6362.311904761933
893,894,a,a,190.0,11.0,2012.0,0,,,,8486.179372197339
894,895,a,c,4150.0,,,0,,,,9041.860411899243
895,896,a,c,170.0,9.0,2012.0,0,,,,6830.339955849936
896,897,c,c,3290.0,1.0,2007.0,1,5.0,2013.0,"Feb,May,Aug,Nov",3477.3258426966577
897,898,a,a,18540.0,,,0,,,,6580.104212860238
898,899,d,a,2590.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",5257.784269662913
899,900,a,a,3920.0,4.0,2005.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",5654.923990498773
900,901,a,c,3170.0,4.0,2014.0,0,,,,7221.8830022075845
901,902,a,a,310.0,5.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",4991.954545454578
902,903,d,c,7290.0,9.0,2014.0,0,,,,11637.264916467735
903,904,d,c,570.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6028.801909307918
904,905,a,a,90.0,6.0,2014.0,0,,,,9539.787472035743
905,906,a,a,90.0,7.0,2010.0,0,,,,11144.660000000087
906,907,a,c,250.0,,,0,,,,5893.512087912154
907,908,a,a,1980.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",4292.488938053128
908,909,a,c,1680.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",10352.831730769105
909,910,d,c,12480.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",5503.088888888861
910,911,a,c,16490.0,,,0,,,,9716.91536748323
911,912,c,c,3100.0,5.0,2010.0,0,,,,5647.27312775329
912,913,a,a,280.0,,,0,,,,9024.071748878832
913,914,c,c,2640.0,4.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",9360.77124183003
914,915,d,c,650.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",6189.559610705671
915,916,a,a,90.0,11.0,2012.0,0,,,,5296.505643340798
916,917,a,a,7240.0,2.0,2010.0,0,,,,6704.618303571387
917,918,a,c,18710.0,4.0,2015.0,0,,,,5091.206593406554
918,919,a,a,2620.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",5501.393442622892
919,920,a,a,850.0,2.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",5413.669030732906
920,921,a,a,840.0,9.0,2006.0,0,,,,9751.886160714279
921,922,d,a,2110.0,3.0,2006.0,0,,,,7311.022075055169
922,923,a,a,280.0,9.0,2008.0,0,,,,5263.391982182694
923,924,a,a,6420.0,4.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",4756.172489082941
924,925,c,a,470.0,3.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",6518.217194570197
925,926,d,c,5150.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",7026.92873051216
926,927,a,a,480.0,,,0,,,,6511.920091324147
927,928,d,c,1090.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov",7883.315555555641
928,929,a,c,4820.0,9.0,2013.0,0,,,,5737.986725663757
929,930,a,a,70.0,,,0,,,,7260.479452054851
930,931,a,c,1480.0,9.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",3526.3901960784533
931,932,a,a,15700.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",7361.50354609921
932,933,a,c,6270.0,2.0,2005.0,0,,,,7166.33630289522
933,934,a,c,5460.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",6663.965065502127
934,935,a,c,22350.0,6.0,2010.0,0,,,,5466.473214285763
935,936,a,a,580.0,2.0,2008.0,0,,,,7185.676404494334
936,937,d,a,2810.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct",7048.422818792022
937,938,a,a,2820.0,9.0,2009.0,0,,,,9342.115299334768
938,939,d,a,1340.0,,,0,,,,5908.086666666586
939,940,d,c,6470.0,9.0,2012.0,0,,,,6967.0
940,941,a,a,1200.0,12.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",4891.1875
941,942,d,c,6860.0,,,1,18.0,2011.0,"Jan,Apr,Jul,Oct",5861.408482142837
942,943,d,c,18020.0,,,0,,,,6787.257270693434
943,944,c,a,1670.0,7.0,2015.0,0,,,,7964.255555555577
944,945,a,c,12480.0,3.0,2011.0,0,,,,4337.270386266066
945,946,a,a,2220.0,12.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",4216.497777777738
946,947,a,a,460.0,3.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",8546.949771689558
